blur,mtf_deg,mtf_wiener,mtf_merit,psnr_deg,psnr_wiener,psnr_merit
1.0,0.06818790736920449,0.02857211765241319,0.07258675109494528,39.59798823872848,33.55315557377921,45.4962930624082
1.5,0.06241505966641194,0.07378797882109285,0.07370984875938028,39.33373218015972,37.84271589321887,45.12953819438951
2.0,0.05492317957445041,0.07432508364948044,0.07546286747979641,39.15844395210782,39.36902732684444,44.87381203903922
2.5,0.0460513192928468,0.07405156784016122,0.07634708586729037,39.012243157116636,37.90975261805341,44.651188216880634
3.0,0.04035775986313009,0.07280913892404622,0.07501109075364104,38.87032016724094,39.114948149114355,44.40990430419487
clean_mtf,0.07731302713771102,,,,,
